"CompanyName","CECPlantID","PlantName","City","County","State"
"CD Arevon USA Inc.","S0636","California Flats North","Parkfield","Monterey","CA"
"CD Arevon USA Inc.","S0637","Beacon 2","Cantil","Kern","CA"
"CD Arevon USA Inc.","S0638","Beacon 5","Cantil","Kern","CA"
"RE Gaskwell West 1 LLC","S0639","Gaskell West 1","Lancaster","Los Angeles","CA"
"Not Available","S0640","Desert Hot Springs 2","Desert Hot Springs","Riverside","CA"
"Not Available","S0641","One Ten Partners","Palmdale","Los Angeles","CA"
"Not Available","S0642","Bakersfield Industrial 1","Bakersfield","Kern","CA"
"Not Available","S0643","Bakersfield Solar 1","Bakersfield","San Joaquin","CA"
"Not Available","S0644","Manteca Land 1","Manteca","San Joaquin","CA"
"Tesla Inc.","S0645","Antelope Valley Lancaster Solar 1 (Avenue F)","Lancaster","Los Angeles","CA"
"Not Available","S0648","Delano Land 1","Delano","Kern","CA"
"Not Available","S0652","Redwood Solar Farm 4","Edison","Kern","CA"
"Great Valley Solar Portfolio Holdings LLC","S0653","Great Valley Solar Portfolio (Tranquillity 8)","Cantua Creek","Fresno","CA"
"GASNA 36P, LLC","S0654","Summer Wheat","San Joaquin","San Joaquin","CA"
"Imperial Valley Solar 3, LLC","S0655","Mount Signal Solar Farm V (IVS 3 LLC)","Calexico","Imperial","CA"
"D. E. Shaw","S0656","Willow Springs Solar","Rosamond","Kern","CA"
"Duke Energy Renewables","S0657","North Rosamond Solar","Rosamond","Kern","CA"
"Tesla Inc.","S0658","Clovis USD High School","Fresno","Fresno","CA"
"Tesla Inc.","S0659","Clovis USD East High School","Clovis","Fresno","CA"
"Tesla Inc.","S0660","Sacramento Regional County Sanitation District","Elk Grove","Sacramento","CA"
"Tesla Inc.","S0661","US General Service Administration - Sacramento","Sacramento","Sacramento","CA"
"Tesla Inc.","S0662","BART Lafayette","Lafayette","Contra Costa","CA"
"S-Power (Sustainable Power Group)","S0663","Antelope Expansion 2","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0665","MCE Richmond Solar PV Project","Richmond","Contra Costa","CA"
"S-Power (Sustainable Power Group)","S0666","Green Beanworks B","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0667","Green Beanworks C","Palmdale","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0668","Green Beanworks D","Palmdale","Los Angeles","CA"
"Not Available","S0669","Delsur Solar","Del Sur","Los Angeles","CA"
"Not Available","S0670","Lancaster Solar","Lancaster","Los Angeles","CA"
"Not Available","S0671","Oasis Solar","Oasis","Riverside","CA"
"Not Available","S0672","Redway Solar","Unincorporated","Humboldt","CA"
"Not Available","S0673","Rector Solar","Unincorporated","Tulare","CA"
"Not Available","S0674","CREST Contracts","Lancaster","Los Angeles","CA"
"Not Available","S0675","Springville Solar","Springville","Tulare","CA"
"Not Available","S0676","Victor Solar","Victorville","San Bernardino","CA"
"Not Available","S0677","SEPV EAST","Imperial","Imperial","CA"
"Not Available","S0678","SPEV WEST","Imperial","Imperial","CA"
"Not Available","S0679","Valencia I","Westmorland","Imperial","CA"
"CED California Holdings LLC","S0687","Wistaria Ranch Solar","Calexico","Imperial","CA"
"CED California Holdings LLC","S0688","CED Lost Hills Solar, LLC","Lost Hills","Kern","CA"
"CD Arevon USA Inc.","S0689","California Flats 150","Shandon","San Luis Obispo","CA"
"CD Arevon USA Inc.","S0690","Springbok 3","Cantil","Kern","CA"
"Clenera - Renewable Energy","S0691","Wright Solar","Los Banos","Merced","CA"
"Adapture Renewables, Inc.","S0692","Cloverdale Solar Center","Cloverdale","Sonoma","CA"
"CD Arevon USA Inc.","S0693","Tulare (Formerly Sequoia PV1)","Farmersville","Tulare","CA"
"S-Power (Sustainable Power Group)","S0694","Antelope DSR 3","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0695","SFDK Solar","Vallejo","Solano","CA"
"D. E. Shaw","S0696","Imperial Valley Solar 2","Calexico","Imperial","CA"
"Plumas Sierra Rural Electric Cooperative","S0697","PSREC/SIAD Solar","Herlong","Lassen","CA"
"S-Power (Sustainable Power Group)","S0698","San Pablo Raceway","Lancaster","Los Angeles","CA"
"NextEra Energy Resources LLC","S0699","Blythe Solar III, LLC","Blythe","Riverside","CA"
"Clearway Energy","S0700","Rosamond Central","Rosamond","Kern","CA"
"D. E. Shaw","S0701","Rancho Seco Solar II","Herald","Sacramento","CA"
"Goldman Sachs","S0702","American Kings","Leemore","Kings","CA"
"Longroad Energy","S0703","Little Bear Solar 1","Mendota","Fresno","CA"
"Longroad Energy","S0704","Little Bear Solar 3","Mendota","Fresno","CA"
"Longroad Energy","S0705","Little Bear Solar 4","Mendota","Fresno","CA"
"Longroad Energy","S0706","Little Bear Solar 5","Mendota","Fresno","CA"
"Sierra Pacific Industries Inc","S0707","SPI - Red Bluff","Red Bluff","Tehama","CA"
"NextEra Energy Resources LLC","S0708","Blythe Solar IV LLC","Blythe","Riverside","CA"
"Tesla Inc.","S0709","Walnut High","Walnut","Los Angeles","CA"
"EDF Renewable Energy Inc","S0710","Desert Harvest LLC","Desert Center","Riverside","CA"
"EDF Renewable Energy Inc","S0711","Desert Harvest II LLC","Desert Center","Riverside","CA"
"EDF Renewable Energy Inc","S0712","Maverick Solar","Desert Center","Riverside","CA"
"EDF Renewable Energy Inc","S0713","Maverick Solar 4","Desert Center","Riverside","CA"
"EDF Renewable Energy Inc","S0714","Valentine Solar","Rosamond","Kern","CA"
"Sunpin Solar","S0715","Titan Solar I","Borrego Springs","Imperial","CA"
"S-Power (Sustainable Power Group)","S0716","Antelope Expansion 3A","Lancaster","Los Angeles","CA"
"Solar Star Lost Hills, LLC","S0718","Chevron - Lost Hills Hybrid","Lost Hills","Kern","CA"
"Wildflower Solar I, LLC","S0719","Wildflower Solar 1","Elverta","Sacramento","CA"
"San Diego County Regional Airport Authority","S0720","San Diego Airport Solar","San Diego","San Diego","CA"
"Aquamarine Westside, LLC","S0721","Aquamarine Westside","Stratford","Kings","CA"
"EDF Renewable Energy Inc","S0722","Maverick Solar 6, LLC","Desert Center","Riverside","CA"
"EDF Renewable Energy Inc","S0723","Maverick Solar 7, LLC","Desert Center","Riverside","CA"
"Goldman Sachs","S0724","RE Slate 1","Stratford","Kings","CA"
"Goldman Sachs","S0725","High Desert Solar","Victorville","San Bernardino","CA"
"Redwood Coast Energy Authority","S0726","Redwood Coast Airport Microgrid","McKinleyville","Humboldt","CA"
"Not Available","S9000","Ruiz Foods","Dinuba","Tulare","CA"
"Not Available","S9001","FPUD - Sanitary","Fallbrook","San Diego","CA"
"Not Available","S9002","Shasta College","Redding","Shasta","CA"
"Not Available","S9003","Hewlett Packard","San Diego","San Diego","CA"
"Not Available","S9004","Farm ACW","Fallbrook","San Diego","CA"
"Not Available","S9005","Google Inc.","Mountain View","Santa Clara","CA"
"Not Available","S9006","Alza Corporation (700 Eubanks)","Vacaville","Solano","CA"
"Not Available","S9007","Rice Mill Inc. Far West","Nelson","Butte","CA"
"Not Available","S9008","Foods Inc. United Natural","Rocklin","Placer","CA"
"Not Available","S9009","Mariani Packing Co. Inc.","Vacaville","Solano","CA"
"Not Available","S9010","Co. Inc. #21 Walgreens","Woodland","Yolo","CA"
"Not Available","S9011","Paramount Farms Inc.","Lost Hills","Kern","CA"
"Not Available","S9012","Golden State Vintners","Fresno","Fresno","CA"
"Not Available","S9013","Fosters Wine Estates Inc.","Cloverdale","Sonoma","CA"
"Not Available","S9014","Grundfos Pumps","Fresno","Fresno","CA"
"Not Available","S9015","County of Lake","Lakeport","Lake","CA"
"Not Available","S9016","College District Contra Costa Community 1","Pleasant Hill","Contra Costa","CA"
"Not Available","S9017","College District Contra Costa Community 2","Pittsburg","Contra Costa","CA"
"Not Available","S9018","Warmer Packing LLC","Hanford","Kings","CA"
"Not Available","S9019","Power Agency Northern CA","Clearlake","Lake","CA"
"Not Available","S9020","The Gap Inc","Fresno","Fresno","CA"
"Not Available","S9021","City of Chico","Chico","Butte","CA"
"Not Available","S9022","Tony's Fine Foods","West Sacramento","Yolo","CA"
"Not Available","S9023","Napa Valley College","Napa","Napa","CA"
"Not Available","S9024","Codding Enterprises","Rohnert Park","Sonoma","CA"
"Not Available","S9025","AT&T Services Inc.","San Ramon","Contra Costa","CA"
"Not Available","S9026","CA State University Fresno","Fresno","Fresno","CA"
"Silicon Ranch Corporation","S9027","CSU Bakersfield","Bakersfield","Kern","CA"
"Not Available","S9028","CSU Monterey Bay - PV","Seaside","Monterey","CA"
"Not Available","S9029","UC Merced","Merced","Merced","CA"
"Not Available","S9030","Port of Oakland","Oakland","Alameda","CA"
"Not Available","S9031","Google Inc.","Mountain View","Santa Clara","CA"
"Not Available","S9032","Lomo Cold Storage LLC","Live Oak","Sutter","CA"
"Not Available","S9033","Jackson Michael","Kingsburg","Fresno","CA"
"Not Available","S9034","Maxco Supply Inc.","Parlier","Fresno","CA"
"Not Available","S9035","E & J Gallo Winery","Livingston","Merced","CA"
"Not Available","S9036","Services  Inc. #345 Ikea Distribution","Lebec","Kern","CA"
"Not Available","S9037","Health Plan Inc. Kaiser Foundation","Vallejo","Solano","CA"
"Not Available","S9038","Beret & Kees Jan De Jong","Visalia","Tulare","CA"
"Not Available","S9039","Community College District Chabot Las Positas","Livermore","Alameda","CA"
"Not Available","S9040","Wines US Inc. Constellation","Gonzales","Monterey","CA"
"Not Available","S9041","Unified School District Morgan Hill","Morgan Hill","Santa Clara","CA"
"Not Available","S9042","Pollution Control Monterey Reg'l Water","Marina","Monterey","CA"
"Not Available","S9043","Peralta Community College Dist","Oakland","Alameda","CA"
"Not Available","S9044","Primex Farms LLC","Wasco","Kern","CA"
"Not Available","S9045","College District Kern Community","Bakersfield","Kern","CA"
"Not Available","S9046","Almond Process Parreira","Los Banos","Merced","CA"
"Not Available","S9047","Airport Division City of San Jose","San Jose","Santa Clara","CA"
"Not Available","S9048","City of Madera","Madera","Madera","CA"
"Not Available","S9049","Health Plan Inc. Kaiser Foundation","Livermore","Alameda","CA"
"Not Available","S9050","Ingomar Packing Co.","Los Banos","Merced","CA"
"Not Available","S9051","Power Agency Northern California","Middletown","Lake","CA"
"Not Available","S9052","Community College Mendocino","Ukiah","Mendocino","CA"
"Not Available","S9053","Los Gatos Tomato Products","Huron","Fresno","CA"
"Not Available","S9054","San Miguel Winery","San Miguel","San Luis Obispo","CA"
"Not Available","S9055","Clos Du Bois Wines Inc.","Geyserville","Sonoma","CA"
"Not Available","S9056","E&J Gallo Winery","Fresno","Fresno","CA"
"Not Available","S9057","Codding Enterprises Ltd Partnership","Rohnert Park","Sonoma","CA"
"Not Available","S9058","West Valley Mission Community College","Saratoga","Santa Clara","CA"
"Not Available","S9059","Madera Community Hospital","Madera","Madera","CA"
"Not Available","S9060","City of Dinuba","Dinuba","Tulare","CA"
"Not Available","S9061","City of Hollister","Hollister","San Benito","CA"
"Not Available","S9062","California Natural Products","Lathrop","San Joaquin","CA"
"Not Available","S9063","Community Hospital of Monterey Peninsula","Monterey","Monterey","CA"
"Not Available","S9064","Fremont Group  50 Beale/DG Cogen Partners LLC","San Francisco","San Francisco","CA"
"Not Available","S9065","General Chemical Corp/Chevron Energy Solutions","Richmond","Contra Costa","CA"
"Not Available","S9066","Ghiradelli Chocolate","San Leandro","Alameda","CA"
"Not Available","S9067","Inergy Propoane LLC","Tupman","Kern","CA"
"Not Available","S9068","Market & Second Inc/Real Energy","San Francisco","San Francisco","CA"
"Not Available","S9069","Network Appliance/Chevron Energy Solutions","Sunnyvale","Santa Clara","CA"
"Not Available","S9070","Pokka Bottling","American Canyon","Napa","CA"
"Not Available","S9071","Salinas Valley Memorial Hospital","Salinas","Monterey","CA"
"Not Available","S9073","AT&T San Ramon (PV)/AT&T Services Inc","San Ramon","Contra Costa","CA"
"Not Available","S9074","Anheuser Busch Fairfield  PV Phase/Anheuser Busch","Fairfield","Solano","CA"
"Not Available","S9075","Applied Materials Inc.","Austin","Santa Clara","CA"
"Not Available","S9076","George Jackson","Kingsburg","Fresno","CA"
"Not Available","S9077","California National Guard","San Luis Obispo","San Luis Obispo","CA"
"Not Available","S9078","Yuba College","Marysville","Yuba","CA"
"Not Available","S9079","County of Kern","Bakersfield","Kern","CA"
"Not Available","S9080","Vaquero Energy Inc.","Bakersfield","Kern","CA"
"Not Available","S9081","Ohlone Community College District","San Jose","Santa Clara","CA"
"Not Available","S9082","Cemex Construction Materials Pacific LLC","Madison","Yolo","CA"
"Not Available","S9083","Carl Zeiss Meditec Inc.","Dublin","Alameda","CA"
"Not Available","S9084","Wal-Mart","Red Bluff","Tehama","CA"
"Not Available","S9085","Fowler Packing Company Inc.","Fresno","Fresno","CA"
"Not Available","S9086","Fowler Packing Company Inc.","Fresno","Fresno","CA"
"Not Available","S9087","Grimmway Enterprises  Inc.","Arvin","Kern","CA"
"Not Available","S9088","Grimmway Enterprises  Inc.","Arvin","Kern","CA"
"Not Available","S9089","Charles R. Crain Jr.","Los Molinos","Tehama","CA"
"Not Available","S9090","City of Atwater","Atwater","Merced","CA"
"Not Available","S9091","Grimmway Enterprises Inc.","Arvin","Kern","CA"
"Not Available","S9092","Siemens Industry Inc.","Sacramento","Sacramento","CA"
"Not Available","S9093","Wastewater District West County","Richmond","Contra Costa","CA"
"Not Available","S9094","City of San Jose","San Jose","Santa Clara","CA"
"Not Available","S9095","City of Santa Clara","San Jose","Santa Clara","CA"
"Not Available","S9096","Intel Corporation - Folsom Carport Phase 2","Sacramento","Sacramento","CA"
"Not Available","S9097","FAA Norcal TRACON","Sacramento","Sacramento","CA"
"Not Available","S9098","Intel Corporation","Sacramento","Sacramento","CA"
"Not Available","S9099","City of Yuba","Yuba City","Sutter","CA"
"Not Available","S9100","Norvartis Pharmaceuticals Corp","Vacaville","Solano","CA"
"Not Available","S9101","County of Santa Clara","Santa Clara","Santa Clara","CA"
"Not Available","S9102","Granite Construction Company","Sacramento","Sacramento","CA"
"Not Available","S9103","County of Santa Clara","San Jose","Santa Clara","CA"
"Not Available","S9104","JATCO","Union City","Alameda","CA"
"Not Available","S9106","Kern County Water Agency","Bakersfield","Kern","CA"
"Not Available","S9107","Nilsen Farms","Wilton","Sacramento","CA"
"Not Available","S9108","Superior Packing Co.","Dixon","Solano","CA"
"Not Available","S9109","U.S. Coast Guard","Bodega Bay","Sonoma","CA"
"Not Available","S9110","Amir Development Company","Woodland","Yolo","CA"
"Not Available","S9111","Indalex West Inc.  ABANDONED","Watsonville","Santa Cruz","CA"
"Not Available","S9112","Independence HS","San Jose","Santa Clara","CA"
"Not Available","S9113","Fremont Group Inc.  50 Beale/DG Cogen Partners LLC","San Francisco","San Francisco","CA"
"Not Available","S9114","MTA","Los Angeles","Los Angeles","CA"
"Not Available","S9115","Vallejo Sanitation and Flood Control District","Vallejo","Solano","CA"
"Not Available","S9116","Dependable Highway Express Inc","Los Angeles","Los Angeles","CA"
"Not Available","S9117","Contra Costa Community College - DVC","Pleasant Hill","Contra Costa","CA"
"Not Available","S9118","Contra Costa Community College - Los Medanos","Pittsburg","Contra Costa","CA"
"Not Available","S9119","San Francisco State University","San Francisco","San Francisco","CA"
"Not Available","S9120","Roplast Industries Inc.","Oroville","Butte","CA"
"Not Available","S9121","Alameda Water District","Fremont","Alameda","CA"
"Not Available","S9122","Irrigation District South San Joaquin","Oakdale","Stanislaus","CA"
"Not Available","S9123","Chabot - Las Positas Community College","Pleasanton","Alameda","CA"
"Not Available","S9124","City of Santa Cruz Wastewater Treatment Plant","Santa Cruz","Santa Cruz","CA"
"Not Available","S9125","County of Sonoma","Sonoma","Sonoma","CA"
"Not Available","S9126","Olam West Coast","Fresno","Fresno","CA"
"Not Available","S9127","San Jose Evergreen Community College","San Jose","Santa Clara","CA"
"Not Available","S9128","Network Appliance","Sunnyvale","Santa Clara","CA"
"Not Available","S9129","Stocker Resources/ Plains Exploration & Production Company","San Luis Obispo","San Luis Obispo","CA"
"Not Available","S9130","Central Marin Sanitation Agency","San Rafael","Marin","CA"
"Not Available","S9131","Equity Office Property","San Francisco","San Francisco","CA"
"Not Available","S9132","Mid Valley Dairy","Fairfield","Solano","CA"
"Not Available","S9133","Oro Loma Sanitary District","San Lorenzo","Alameda","CA"
"Not Available","S9134","City of Sunnyvale Wastewater Treatment Plant","Sunnyvale","Santa Clara","CA"
"Not Available","S9135","Foothill - De Anza Community College District","Los Altos Hills","Santa Clara","CA"
"Not Available","S9136","Foothill College - Pv Capstone","Los Altos Hills","Santa Clara","CA"
"Not Available","S9137","Angels PH  Utica Power Authority","Angels Camp","Calaveras","CA"
"Not Available","S9138","University of San Francisco","San Francisco","San Francisco","CA"
"Not Available","S9139","Campbell Soup Supply Company LLC","Sacramento","Sacramento","CA"
"Not Available","S9140","Southeast Wastwater Treatment Plant/CCSF","San Francisco","San Francisco","CA"
"Not Available","S9142","AT&T Services  Inc.","Contra Costa","Contra Costa","CA"
"Not Available","S9143","Wawona Frozen Foods / Alluvial Project","Clovis","Fresno","CA"
"Not Available","S9144","Wawona Frozen Foods / Cedar Project","Fresno","Fresno","CA"
"Not Available","S9145","City of Fresno - Fresno Yosemite Airport","Fresno","Fresno","CA"
"Not Available","S9146","Chabot Las Positas Community College District","Livermore","Alameda","CA"
"Not Available","S9147","U.S. National Leasing LLC_(Depot Park)","Sacramento","Sacramento","CA"
"Not Available","S9148","ANHEUSER BUSCH INC","Fairfield","Solano","CA"
"Not Available","S9149","Advanced Micro Decives","Santa Clara","Santa Clara","CA"
"Not Available","S9150","Stockton Delta Water Supply Project","Stockton","San Joaquin","CA"
"Not Available","S9151","Spansion LLC","Sunnyvale","Santa Clara","CA"
"Not Available","S9152","Kern County Water Agency","Bakersfield","Kern","CA"
"Not Available","S9153","Loma Linda VA Health Care System","Loma Linda","San Bernardino","CA"
"Not Available","S9154","West Los Angeles VA Health Care System","Los Angeles","Los Angeles","CA"
"Not Available","S9155","Sepulveda Ambulatory Care Center","North Hills","Los Angeles","CA"
"Not Available","S9156","Occidental College Solar Project","Los Angeles","Los Angeles","CA"
"Not Available","S9157","CBS Television City","Los Angeles","Los Angeles","CA"
"Not Available","S9158","Los Angeles Community College District","Woodland Hills","Los Angeles","CA"
"Los Angeles Department of Water & Power (LADWP)","S9160","Pine Tree Solar Project","Unincorporated","Kern","CA"
"Not Available","S9161","Fort Hunter Liggett Dept of Army","Fort Hunter Liggett","Monterey","CA"
"Not Available","S9162","CA Dept of Corrections Solano (CSPS)","Vacaville","Solano","CA"
"Not Available","S9163","CA Dept of Correctionns Salinas (SVSP)","Soledad","Monterey","CA"
"Not Available","S9164","CA Dept of Corrections Chowchilla","Chowchilla","Madera","CA"
"Not Available","S9165","CA Dept of Correctionns WASCO (WSP)","Wasco","Kern","CA"
"Not Available","S9166","CA Dept of Correctionns Corcoran","Corcoran","Kings","CA"
"Southern California Edison (SCE)","S9167","SPVP012 Ontario","Ontario","San Bernardino","CA"
"Not Available","S9170","Oakley Solar Project","Oakley","Contra Costa","CA"
"LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC","S9172","Gridley Main Two","San Jose","Santa Clara","CA"
"Not Available","S9174","Silver Ridge Mount Signal (Imperial Valley Solar 1)","Calexico","Imperial","CA"
"QE - Foresight Group US","S9175","Fresh Air Energy IV - Sonora 1","Jamestown","Tuolumne","CA"
"Not Available","S9177","Nickel 1 (""NLH1"")","Lost Hills","Kern","CA"
"Sol Orchard","S9178","Valley Center 1 & 2","Valley Center","San Diego","CA"
"Tulare PV I LLC","S9181","Kingsburg Solar (1 & 2)","Kingsburg","Fresno","CA"
"Not Available","S9182","Fresh Air Energy  LLC_(Pioneer 1)","Unincorporated","Amador","CA"
"Not Available","S9183","Pristine Sun Fund 1  LLC_(2125_Jarvis)","Unincorporated","Butte","CA"
"Not Available","S9184","Pristine Sun Fund 1  LLC_(2094_Buzzelle)","Unincorporated","Butte","CA"
"Not Available","S9185","Pristine Sun Fund 6 Butte PGE LLC_(2096_Cotton)","Unincorporated","Butte","CA"
"Not Available","S9186","Pristine Sun Fund 6 Butte PGE LLC_(2129_Ballard)","Unincorporated","Butte","CA"
"Not Available","S9190","Pristine Sun Fund 10 Fresno PGE LLC_(2102_Christensen)","Unincorporated","Fresno","CA"
"Clenera - Renewable Energy","S9192","Westlands Solar Farms","Huron","Fresno","CA"
"Not Available","S9193","KDW Solar 1  LLC  (KDW Solar 1 )","Unincorporated","Kern","CA"
"Not Available","S9194","Fotowatio Renewable Ventures","Unincorporated","Kern","CA"
"Not Available","S9195","Ignite Solar LLC_(Alkali Gardner A)","Unincorporated","Kern","CA"
"Not Available","S9196","Ignite Solar LLC_(Merced Ave A)","Unincorporated","Kern","CA"
"Not Available","S9197","Ignite Solar LLC_(Merced Ave B)","Unincorporated","Kern","CA"
"Not Available","S9198","Ignite Solar LLC_(Merced Ave C)","Unincorporated","Kern","CA"
"Not Available","S9199","KDW Solar 2  LLC","Unincorporated","Kern","CA"
"Not Available","S9200","Agua Caliente (Bena A)","Unincorporated","Kern","CA"
"Not Available","S9201","Garces (Oswell A)","Unincorporated","Kern","CA"
"Not Available","S9202","Goodbar Solar 1  LLC","Unincorporated","Kern","CA"
"Not Available","S9203","Josh Energy  LLC","Unincorporated","Kern","CA"
"Not Available","S9204","Kern River (Bena B)","Unincorporated","Kern","CA"
"Not Available","S9205","MJ Power  LLC","Unincorporated","Kern","CA"
"Not Available","S9206","Rachel Energy  LLC","Unincorporated","Kern","CA"
"Not Available","S9207","Sequoia (Bena C)","Unincorporated","Kern","CA"
"Not Available","S9208","South Kern Solar 1 (1) (SKIC 2012 PV RFO - 1)","Taft","Kern","CA"
"Not Available","S9209","Tehachapi (Oswell B)","Unincorporated","Kern","CA"
"Not Available","S9210","Abby Power  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9211","Amy Solar  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9212","Annie Power  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9213","Ayden Power  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9214","Becca Solar  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9215","Carly Solar  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9216","Central Antelope Dry Ranch B2 LLC","Lancaster","Los Angeles","CA"
"Not Available","S9217","CSC Solar I  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9218","CSC Solar II  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9219","CSC Solar  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9220","D2 Solar 1  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9221","D2 Solar 2  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9222","Dreamer Solar  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9223","DT Solar 1  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9224","DT Solar 2  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9225","DT Solar 3  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9226","Erika Solar  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9227","JRam Solar 1  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9228","JRam Solar 2  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9229","JRam Solar 3  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9230","Kell Solar 1  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9231","Kell Solar 2  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9232","Lancaster Del Sur Ranch C2 LLC","Unincorporated","Los Angeles","CA"
"Clenera - Renewable Energy","S9233","Lancaster Solar 1 LLC","East Lancaster","Los Angeles","CA"
"Clenera - Renewable Energy","S9234","Lancaster Solar 2 LLC","East Lancaster","Los Angeles","CA"
"Not Available","S9235","Leolani Solar 1  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9236","Leolani Solar 2  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9237","Lola Energy 1  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9238","Lola Energy 2  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9239","Niner Energy 1 LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9240","Niner Energy 2 LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9241","Niner Energy 3 LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9242","Rodeo Solar A2 LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9243","Rodeo Solar B2 LLC","Unincorporated","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S9244","Rodeo Solar C2 LLC","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S9245","Rodeo Solar D2 LLC","Lancaster","Los Angeles","CA"
"Not Available","S9246","Sandra Energy  LLC","Unincorporated","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S9247","Summer Solar A2 LLC","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S9248","Summer Solar B2 LLC","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S9249","Summer Solar C2 LLC","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S9250","Summer Solar D2 LLC","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S9251","Summer North Solar 6.5","Lancaster","Los Angeles","CA"
"Not Available","S9252","Summer Solar F2 LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9253","Summer Solar G2 LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9254","Summer Solar H2 LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9255","Treen Solar 1  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9256","Treen Solar 2  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9258","United States Department of Agriculture  Forest Service","Unincorporated","Los Angeles","CA"
"Not Available","S9259","Voyager Solar 1  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9260","Voyager Solar 2  LLC","Unincorporated","Los Angeles","CA"
"Not Available","S9261","Voyager Solar 3  LLC","Unincorporated","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S9263","Western Antelope Dry Ranch","Lancaster","Los Angeles","CA"
"Not Available","S9264","East Side Calpella 2MW PV Project (1) (2012 PV RFO - 1)","Unincorporated","Mendocino","CA"
"Not Available","S9265","Parducci 2MW PV Project (3) (2012 PV RFO - 1)","Unincorporated","Mendocino","CA"
"Not Available","S9266","Ruddick-2 2MW PV Project (4) (2012 PV RFO - 1)","Unincorporated","Mendocino","CA"
"Not Available","S9267","Pristine Sun Fund 10 Fresno PGE LLC_(2097_Helton)","Merced","Merced","CA"
"Not Available","S9268","Lincoln Solar Millenium Fund LLC_(Lincoln Solar #A)","Unincorporated","Placer","CA"
"Not Available","S9269","Lincoln Solar Millenium Fund LLC_(Lincoln Solar #B)","Unincorporated","Placer","CA"
"Not Available","S9270","Lincoln Solar Millenium Fund LLC_(Nicholas Solar #C)","Unincorporated","Placer","CA"
"S-Power (Sustainable Power Group)","S9274","Victor Mesa Linda B2","Victorville","San Bernardino","CA"
"Not Available","S9275","Cami Solar  LLC","Unincorporated","San Bernardino","CA"
"S-Power (Sustainable Power Group)","S9276","Expressway Solar C2","Adelanto","San Bernardino","CA"
"S-Power (Sustainable Power Group)","S9277","Industry Solar Power Generation Station 1","Adelanto","San Bernardino","CA"
"S-Power (Sustainable Power Group)","S9278","Navajo Solar Power Generation Station 1","Apple Valley","San Bernardino","CA"
"Not Available","S9279","Newberry Solar 1 LLC","Unincorporated","San Bernardino","CA"
"S-Power (Sustainable Power Group)","S9280","Otoe Solar Power Generation Station 1","Apple Valley","San Bernardino","CA"
"S-Power (Sustainable Power Group)","S9281","Powhatan Solar Power Generation Station 1","Apple Valley","San Bernardino","CA"
